Datetime,Open,High,Low,Close,Volume
2025-08-18 00:00:00,23850.0,23866.5,23845.25,23860.5,6223
2025-08-18 00:30:00,23860.75,23865.75,23853.75,23856.5,4159
2025-08-18 01:00:00,23857.0,23874.25,23855.25,23871.25,4215
2025-08-18 01:30:00,23871.25,23882.0,23869.25,23881.5,3946
2025-08-18 02:00:00,23881.0,23881.75,23867.25,23874.75,4450
2025-08-18 02:30:00,23874.75,23879.0,23872.75,23877.0,1966
2025-08-18 03:00:00,23876.75,23880.0,23868.5,23869.5,2387
2025-08-18 03:30:00,23869.75,23870.25,23856.25,23857.75,3891
2025-08-18 04:00:00,23857.75,23859.5,23845.5,23855.75,4153
2025-08-18 04:30:00,23856.25,23860.0,23848.5,23849.5,2974
2025-08-18 05:00:00,23849.0,23857.75,23841.0,23844.0,3531
2025-08-18 05:30:00,23844.25,23856.5,23843.25,23852.25,2484
2025-08-18 06:00:00,23851.75,23855.0,23799.75,23804.0,8554
2025-08-18 06:30:00,23803.75,23823.75,23772.5,23801.5,11283
2025-08-18 07:00:00,23801.0,23816.25,23782.25,23800.5,11320
2025-08-18 07:30:00,23800.25,23810.0,23780.75,23805.25,7828
2025-08-18 08:00:00,23805.25,23812.0,23743.5,23765.5,12944
2025-08-18 08:30:00,23765.0,23796.5,23759.75,23778.5,8281
2025-08-18 09:00:00,23778.75,23782.25,23738.75,23749.5,8236
2025-08-18 09:30:00,23749.75,23767.0,23749.5,23759.0,5245
2025-08-18 10:00:00,23759.0,23774.75,23756.25,23764.25,5435
2025-08-18 10:30:00,23764.75,23792.0,23764.0,23788.0,5214
2025-08-18 11:00:00,23788.0,23791.25,23760.0,23764.0,7452
2025-08-18 11:30:00,23764.0,23773.25,23747.25,23767.5,8013
2025-08-18 12:00:00,23767.5,23771.75,23745.25,23770.75,8914
2025-08-18 12:30:00,23770.5,23777.0,23753.0,23775.0,8960
2025-08-18 13:00:00,23775.25,23788.5,23757.0,23768.25,17774
2025-08-18 13:30:00,23768.25,23818.25,23735.0,23748.75,121380
2025-08-18 14:00:00,23749.0,23824.5,23745.5,23773.5,90746
2025-08-18 14:30:00,23773.5,23788.75,23718.75,23777.0,86710
2025-08-18 15:00:00,23777.25,23784.25,23738.5,23744.5,52779
2025-08-18 15:30:00,23744.5,23759.5,23728.5,23747.0,39593
2025-08-18 16:00:00,23747.25,23778.0,23744.75,23769.5,31972
2025-08-18 16:30:00,23770.25,23780.25,23722.5,23735.0,41982
2025-08-18 17:00:00,23735.0,23770.0,23733.0,23769.25,28107
2025-08-18 17:30:00,23769.25,23799.75,23750.5,23760.25,39127
2025-08-18 18:00:00,23761.0,23775.25,23747.0,23766.75,26804
2025-08-18 18:30:00,23766.5,23803.0,23766.0,23795.75,26826
2025-08-18 19:00:00,23795.5,23812.25,23784.0,23792.0,27604
2025-08-18 19:30:00,23792.0,23816.0,23786.25,23796.25,35200
2025-08-18 20:00:00,23796.75,23806.25,23783.5,23790.75,13096
2025-08-18 20:30:00,23790.5,23795.75,23785.0,23789.5,4865
2025-08-18 22:00:00,23795.25,23839.75,23791.0,23813.0,9487
2025-08-18 22:30:00,23813.25,23824.75,23807.5,23820.5,4324
2025-08-18 23:00:00,23820.25,23826.0,23809.25,23816.5,3352
2025-08-18 23:30:00,23816.0,23816.25,23802.0,23804.75,3941
2025-08-19 00:00:00,23805.0,23806.0,23781.25,23782.25,6998
2025-08-19 00:30:00,23782.25,23785.0,23762.5,23780.75,9069
2025-08-19 01:00:00,23781.5,23792.25,23777.5,23780.0,5610
2025-08-19 01:30:00,23780.5,23785.75,23770.0,23770.0,5293
2025-08-19 02:00:00,23769.75,23784.5,23765.0,23774.0,4684
2025-08-19 02:30:00,23774.25,23783.0,23761.75,23763.5,4397
2025-08-19 03:00:00,23764.25,23786.75,23757.5,23784.0,4842
2025-08-19 03:30:00,23784.0,23784.25,23751.0,23754.0,5711
2025-08-19 04:00:00,23753.75,23755.25,23738.75,23740.75,4726
2025-08-19 04:30:00,23741.0,23761.5,23739.75,23757.0,4319
2025-08-19 05:00:00,23757.25,23763.5,23730.75,23737.5,5754
2025-08-19 05:30:00,23738.0,23748.25,23730.75,23736.25,5079
2025-08-19 06:00:00,23735.75,23754.25,23734.25,23752.0,5463
2025-08-19 06:30:00,23752.5,23767.0,23749.0,23763.0,3745
2025-08-19 07:00:00,23763.25,23770.75,23755.5,23758.0,6213
2025-08-19 07:30:00,23757.5,23772.5,23747.75,23769.5,5272
2025-08-19 08:00:00,23769.5,23784.25,23745.5,23770.25,8447
2025-08-19 08:30:00,23770.5,23788.0,23762.5,23786.75,4660
2025-08-19 09:00:00,23787.25,23805.0,23781.5,23800.0,6409
2025-08-19 09:30:00,23800.5,23803.5,23784.5,23787.75,4024
2025-08-19 10:00:00,23787.75,23790.25,23772.5,23779.0,8088
2025-08-19 10:30:00,23779.25,23780.75,23751.0,23762.5,7653
2025-08-19 11:00:00,23762.0,23770.75,23755.25,23762.5,6169
2025-08-19 11:30:00,23762.0,23777.75,23755.0,23773.25,7536
2025-08-19 12:00:00,23773.5,23782.75,23751.5,23777.75,11346
2025-08-19 12:30:00,23779.0,23783.25,23739.25,23744.5,13510
2025-08-19 13:00:00,23744.25,23765.25,23735.25,23762.25,17540
2025-08-19 13:30:00,23765.0,23770.75,23639.25,23677.25,177129
2025-08-19 14:00:00,23677.75,23728.0,23622.75,23627.25,116333
2025-08-19 14:30:00,23627.25,23659.0,23540.0,23541.25,135787
2025-08-19 15:00:00,23541.25,23586.5,23514.0,23579.25,88185
2025-08-19 15:30:00,23579.0,23590.0,23552.0,23558.0,51438
2025-08-19 16:00:00,23557.75,23578.0,23516.0,23533.5,53317
2025-08-19 16:30:00,23533.75,23540.0,23469.75,23482.5,72745
2025-08-19 17:00:00,23482.25,23491.25,23445.25,23484.75,63442
2025-08-19 17:30:00,23484.5,23516.0,23483.0,23506.75,38467
2025-08-19 18:00:00,23506.75,23508.0,23461.5,23473.0,46635
2025-08-19 18:30:00,23473.5,23479.5,23444.25,23462.0,36968
2025-08-19 19:00:00,23461.5,23463.0,23425.25,23458.5,41900
2025-08-19 19:30:00,23458.75,23477.0,23435.75,23471.0,50610
2025-08-19 20:00:00,23470.75,23487.5,23465.25,23473.0,19618
2025-08-19 20:30:00,23473.0,23475.0,23464.25,23473.25,5447
2025-08-19 22:00:00,23458.25,23489.0,23449.75,23456.5,10638
2025-08-19 22:30:00,23457.5,23472.75,23455.0,23458.25,4900
2025-08-19 23:00:00,23458.75,23466.5,23413.5,23435.25,10856
2025-08-19 23:30:00,23434.75,23436.75,23415.5,23423.25,8992
2025-08-20 00:00:00,23423.0,23424.0,23403.0,23413.25,11693
2025-08-20 00:30:00,23413.5,23423.0,23398.0,23414.75,8659
2025-08-20 01:00:00,23414.25,23431.25,23382.0,23384.75,13396
2025-08-20 01:30:00,23384.25,23389.25,23367.75,23379.0,11801
2025-08-20 02:00:00,23379.25,23389.0,23368.0,23386.75,5495
2025-08-20 02:30:00,23386.5,23395.0,23383.5,23391.5,5144
2025-08-20 03:00:00,23391.75,23395.5,23355.25,23366.5,9354
2025-08-20 03:30:00,23366.5,23373.5,23338.0,23344.5,9126
2025-08-20 04:00:00,23344.75,23366.75,23342.0,23365.25,6171
2025-08-20 04:30:00,23365.0,23368.25,23344.5,23351.75,5945
2025-08-20 05:00:00,23351.25,23352.25,23334.25,23346.0,6328
2025-08-20 05:30:00,23346.0,23366.75,23343.25,23365.75,5513
2025-08-20 06:00:00,23365.25,23372.0,23344.75,23362.25,8498
2025-08-20 06:30:00,23361.75,23392.5,23361.0,23388.0,10784
2025-08-20 07:00:00,23388.5,23430.25,23385.75,23417.25,14445
2025-08-20 07:30:00,23417.75,23417.75,23392.0,23400.0,7973
2025-08-20 08:00:00,23400.25,23410.5,23371.75,23378.75,11708
2025-08-20 08:30:00,23378.0,23421.5,23370.75,23414.5,10676
2025-08-20 09:00:00,23414.25,23434.0,23406.5,23425.5,7571
2025-08-20 09:30:00,23425.75,23439.5,23423.25,23432.25,5578
2025-08-20 10:00:00,23432.75,23442.0,23424.5,23427.75,5503
2025-08-20 10:30:00,23427.75,23430.75,23403.0,23425.5,7891
2025-08-20 11:00:00,23425.25,23452.0,23411.75,23414.25,12324
2025-08-20 11:30:00,23415.25,23420.0,23374.75,23413.0,14072
2025-08-20 12:00:00,23412.0,23432.5,23408.25,23412.75,10803
2025-08-20 12:30:00,23412.0,23436.5,23396.5,23426.0,17507
2025-08-20 13:00:00,23426.75,23430.5,23402.5,23425.25,18080
2025-08-20 13:30:00,23425.25,23432.0,23146.0,23172.5,219258
2025-08-20 14:00:00,23172.25,23214.5,23063.25,23095.25,183011
2025-08-20 14:30:00,23095.25,23109.25,23035.25,23057.5,112785
2025-08-20 15:00:00,23057.0,23228.0,23046.0,23224.5,106085
2025-08-20 15:30:00,23224.25,23266.25,23152.5,23171.0,98351
2025-08-20 16:00:00,23171.25,23303.75,23168.75,23297.5,73501
2025-08-20 16:30:00,23297.5,23298.75,23218.5,23232.0,60052
2025-08-20 17:00:00,23232.5,23274.5,23225.5,23247.25,60029
